"LINCS Candidate Name","Candidate LSM ID","Cell Line","Concordance"
"BRD-K16826857","LSM-38157","PC3",0.331
"SA-1937516","LSM-42069","MCF7",0.331
"Secnidazole","LSM-5131","PC3",0.331
"IN1451","LSM-4349","MCF7",0.331
"BRD-K40461288","LSM-39501","VCAP",0.331
"ZINC6718453","LSM-1198","PC3",0.331
"Enzalutamide","LSM-6254","HEC108",0.331
"Crizotinib","LSM-1027","HA1E",0.331
"Ticlopidine","LSM-1986","A549",0.331
"Alfuzosin","LSM-1291","MCF7",0.331
"CHEMBL1720543","LSM-2670","A375",0.331
"6-Methyl-n,4-diphenylquinazolin-2-amine","LSM-4750","HA1E",0.331
"BRD-K63724542","LSM-43487","A549",0.331
"LDN 193189","LSM-1115","BT20",0.331
"MLS002264429","LSM-2262","VCAP",0.331
"BRD-K23038591","LSM-7149","VCAP",0.331
"Elvitegravir","LSM-5647","MCF7",0.331
"BRD-K20624574","LSM-38385","VCAP",0.331
"AGK 2","LSM-43196","SW948",0.331
"BRD-K88217904","LSM-6162","VCAP",0.331
"KO143","LSM-6260","SKMEL28",0.331
"Avagacestat (BMS-708163)","LSM-45535","YAPC",0.331
"Alpelisib","LSM-4256","SKBR3",0.331
"BRD-K72732164","LSM-41215","A375",0.331
"EX-8678","LSM-1147","BT20",0.331
"BRD-K39658422-001-01-3","LSM-39457","VCAP",0.331
"BRD-K90064059","LSM-13985","VCAP",0.331
"JLK-6","LSM-2489","A549",0.331
"Morphothebaine","LSM-2702","VCAP",0.33
"MLS003128609","LSM-3739","MCF7",0.33
"Moclobemide","LSM-5247","A549",0.33
"1135243-19-4","LSM-3290","VCAP",0.33
"Clemastine","LSM-2655","HT29",0.33
"BRD-K83720640","LSM-41843","VCAP",0.33
"SA-103123","LSM-41124","MCF7",0.33
"BRD-K94766424","LSM-14239","VCAP",0.33
"BRD-K89432015","LSM-13939","VCAP",0.33
"MLS001173561","LSM-2507","HT29",0.33
"MLS002264461","LSM-2940","HT29",0.33
"Cephalexin","LSM-5957","HA1E",0.33
"C21H27N7O3","LSM-1128","HS578T",0.33
"CHEMBL3187641","LSM-14835","A549",0.33
"Emtricitabine","LSM-45730","MCF7",0.33
"Pifithrin","LSM-3485","MCF7",0.33
"BRD-K75969390","LSM-41413","VCAP",0.33
"BRD-K26319806","LSM-10024","VCAP",0.33
"BDBM43201","LSM-5018","PC3",0.33
"SPECTRUM_000211","LSM-1877","HEPG2",0.33
"Prochlorperazine","LSM-2436","ASC",0.33
"BRD-K72425572","LSM-41195","PC3",0.33
"RS504393","LSM-3952","VCAP",0.33
"MLS002264444","LSM-3036","HCC515",0.33
"BRD-K02602944","LSM-8600","VCAP",0.329
"Narciclasine","LSM-4934","CL34",0.329
"BRD-K07244661","LSM-8853","A375",0.329
"Lobendazole","LSM-2346","HEPG2",0.329
"CHEMBL2362001","LSM-11218","A375",0.329
"BRD-K55231301","LSM-7574","VCAP",0.329
"BRD-M32495507","LSM-45025","VCAP",0.329
"BRD-K30563708","LSM-43464","A549",0.329
"BRD-K98945308","LSM-14501","NPC",0.329
"SYK Inhibitor","LSM-42930","HCC515",0.329
"Linifanib","LSM-1183","HS578T",0.329
"Broad-Sai-045","LSM-45330","HA1E",0.329
"Purvalanola","LSM-3118","A549",0.329
"AC1MEEHF","LSM-6366","NKDBA",0.329
"BRD-K10010115","LSM-45102","A549",0.329
"JAK3 Inhibitor V","LSM-4150","A549",0.329
"BRD-K49907578","LSM-11460","A375",0.329
"5-{[(3-Fluorophenyl)amino]methyl}quinolin-8-ol","LSM-2857","A375",0.329
"SA-97110","LSM-37431","MCF7",0.329
"JTE 013","LSM-2961","HEPG2",0.329
"BRD-K73104592","LSM-43493","VCAP",0.329
"VU-0415535-1","LSM-1735","HT29",0.329
"Olopatadine","LSM-43199","HCC515",0.329
"JNJ-38877605","LSM-1157","PC3",0.328
"BRD-K70783031","LSM-12746","VCAP",0.328
"Riluzole","LSM-2471","HA1E",0.328
"BRD-K95880052","LSM-14307","VCAP",0.328
"Piceatannol","LSM-42918","VCAP",0.328
"CHEMBL2144686","LSM-41089","VCAP",0.328
"BRD-K79116978","LSM-13262","VCAP",0.328
"KUC103658","LSM-3168","A375",0.328
"Clobetasol Propionate","LSM-5281","VCAP",0.328
"MLS002473453","LSM-2747","VCAP",0.328
"ARG-A1-22","LSM-4046","HA1E",0.328
"BRD-K73939795","LSM-41289","VCAP",0.328
"Quinacrine","LSM-1577","MCF7",0.328
"CID 75060880","LSM-36724","VCAP",0.328
"CHEMBL3183436","LSM-15092","MCF7",0.328
"Acamprosate","LSM-43113","HT29",0.328
"CEP-32496","LSM-45568","A375",0.328
"BRD-K87126403","LSM-7966","VCAP",0.328
"BRD-K92543914","LSM-36600","A375",0.328
"Cetirizine","LSM-1544","HCC515",0.328
"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione","LSM-6189","MCF7",0.328
"Meclizine","LSM-1607","HCC515",0.328
"SPECTRUM_001015","LSM-1237","SKB",0.328
"STK219801","LSM-43281","HA1E",0.328
"BRD-K92741883","LSM-8027","VCAP",0.328
"Physostigmine","LSM-2558","HELA",0.327
"CHEMBL1521288","LSM-42932","HEPG2",0.327
"BRD-K37167897","LSM-7323","VCAP",0.327
"WHI-P97","LSM-1033","HT29",0.327
"Cimetidine","LSM-2404","A549",0.327
"BRD-K07569193","LSM-8880","MCF7",0.327
"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate","LSM-42815","VCAP",0.327
"CHEMBL2141850","LSM-6136","NPC",0.327
"BRD-K91946056","LSM-44905","A375",0.327
"BRD-K86694468","LSM-42000","PC3",0.327
"Quizartinib","LSM-1037","SKL",0.327
"CHEMBL3182405","LSM-4793","HEPG2",0.327
"Edrophonium","LSM-5867","HA1E",0.327
"Guggulsterone","LSM-1874","VCAP",0.327
"BRD-K84271926","LSM-7931","VCAP",0.327
"Talibegron","LSM-3433","HCC515",0.327
"BRD-M41154708","LSM-45033","VCAP",0.327
"BRD-K79657514","LSM-13292","A549",0.327
"Terbinafine","LSM-43227","A375",0.327
"PCL2_000157","LSM-36754","VCAP",0.326
"BRD-K82392710","LSM-41773","VCAP",0.326
"Buddleoflavonoloside","LSM-2566","MCF7",0.326
"GSK429286A","LSM-1012","A549",0.326
"Rotenonic acid","LSM-2748","VCAP",0.326
"TWS 119","LSM-1111","MCF10A",0.326
"PHA-793887","LSM-1073","MCF10A",0.326
"MK-2206","LSM-1057","A549",0.326
"CHEMBL1910803","LSM-42881","A375",0.326
"CHEMBL2144875","LSM-6105","VCAP",0.326
"BRD-K60809157","LSM-12108","VCAP",0.326
"ZINC06431970","LSM-43103","VCAP",0.326
"BRD-K43605845","LSM-39669","VCAP",0.326
"BMS-777607","LSM-1144","MDAMB231",0.326
"GSK 1059615","LSM-42799","MCF10A",0.326
"CHEMBL34095","LSM-3355","HA1E",0.326
"BRD-K86992593","LSM-44890","A375",0.326
"BRD-K64754843","LSM-40811","VCAP",0.326
"STK661558","LSM-2431","VCAP",0.326
"Diflunisal","LSM-2490","HEPG2",0.326
"BRD-K70880645","LSM-41130","VCAP",0.326
"LY83583","LSM-3393","HT29",0.326
"Geldanamycin","LSM-42789","NPC",0.326
"Benzohydroxamate","LSM-36789","MCF7",0.325
"F1396-0210","LSM-2879","A549",0.325
"MLS000680027","LSM-1646","PC3",0.325
"BRD-K91745259","LSM-14065","VCAP",0.325
"Pazopanib","LSM-1114","HA1E",0.325
"BRD-K64979177","LSM-7715","VCAP",0.325
"CHEMBL81330","LSM-1931","VCAP",0.325
"MLS001002737","LSM-3623","MCF7",0.325
"SCHEMBL6874948","LSM-5674","MCF10A",0.325
"MLS000715887","LSM-4213","PC3",0.325
"BRD-K34407242","LSM-39150","VCAP",0.325
"CGP-53353","LSM-2701","A549",0.325
"AC1LIQPX","LSM-4689","ASC",0.325
"BRD-K32857328","LSM-39074","MCF7",0.325
"MLS001065864","LSM-4239","PC3",0.325
"Nortriptyline","LSM-4039","VCAP",0.325
"Pipamperone","LSM-2586","HCC515",0.325
"BRD-K65366129-001-02-4","LSM-36790","A549",0.325
"CHEMBL2358216","LSM-39859","PC3",0.325
"BRD-K48945537","LSM-11408","A549",0.325
"MLS003129701","LSM-7949","VCAP",0.325
"BRD-K95515654","LSM-14997","VCAP",0.325
"CI-1040","LSM-1048","ASC",0.325
"ASN 04454474","LSM-3422","VCAP",0.324
"F1743-0035","LSM-4518","A549",0.324
"Cis-N,N-Dimethyl-9-(3-(1-Piperazinyl)Propylidene)Thioxanthene-2-Sulfonamide","LSM-43212","A375",0.324
"MLS003130365","LSM-6785","VCAP",0.324
"4-(4-Bromophenyl)-2-(methylsulfonyl)thiazole","LSM-2784","VCAP",0.324
"MLS003128807","LSM-40464","VCAP",0.324
"4-Deoxyuridine","LSM-6181","MCF7",0.324
"Antipyrine","LSM-3038","HT29",0.324
"Geranylgeraniol","LSM-43247","FIBRNPC",0.324
"BRD-K50819157","LSM-11529","VCAP",0.324
"BRD-K41087962","LSM-42690","LOVO",0.324
"BRD-K33148516","LSM-7273","VCAP",0.324
"2-Bromo-.alpha.-ergocryptine","LSM-1746","VCAP",0.324
"8,10-Dimethyl-4-(2-methylphenyl)-3,4-dihydro-1H-pyrido[3',2':4,5]thieno[3,2-e][1,4]diazepine-2,5-dione","LSM-4570","VCAP",0.324
"CHEMBL1435542","LSM-3539","HT29",0.324
"BRD-K57206606","LSM-43480","A549",0.323
"BRD-K78948132","LSM-13250","VCAP",0.323
"BRD-K07852185","LSM-6958","VCAP",0.323
"BRD-K57293132","LSM-6131","VCAP",0.323
"Cerulenin","LSM-43210","MCF7",0.323
"BRD-K90469014","LSM-42209","VCAP",0.323
"BRD-K19416218","LSM-9599","VCAP",0.323
"BRN 1087718","LSM-42853","NKDBA",0.323
"BRD-K81112982","LSM-13389","VCAP",0.323
"BRD-K38370145","LSM-10751","VCAP",0.323
"CHEMDIV3_007230","LSM-4752","A549",0.323
"BRD-K37777176","LSM-10715","VCAP",0.323
"NINDS_000152","LSM-4661","A549",0.323
"Dacomitinib","LSM-42808","YAPC",0.323
"AC1LEPRU","LSM-2516","VCAP",0.323
"SA-97378","LSM-41563","NKDBA",0.323
"BRD-K36031516","LSM-39240","VCAP",0.323
"Molindone","LSM-1709","PC3",0.323
"ZINC00439757","LSM-4798","HA1E",0.323
"BRD-K61599229","LSM-40640","VCAP",0.323
"SUGA2_000444","LSM-36638","ASC",0.323
"Clofazimine","LSM-5669","HT29",0.323
"BRD-K31869770","LSM-39014","A549",0.323
"Neratinib","LSM-42778","YAPC",0.323
"BRD-K17333907","LSM-9471","VCAP",0.323
"BRD-K35638681","LSM-39222","A549",0.322
"ST056792","LSM-4625","NPC",0.322
"BRD-K18364651","LSM-6777","A549",0.322
"145040-37-5","LSM-1716","NPC",0.322
"Pseudoephedrine","LSM-3885","VCAP",0.322
"RG 13022","LSM-43030","VCAP",0.322
"SCHEMBL17783882","LSM-39458","MCF7",0.322
"Toremifene","LSM-42973","A549",0.322
"BRD-K86981020","LSM-13763","VCAP",0.322
"SA-244358","LSM-42146","NKDBA",0.322
"BRD-K26359746","LSM-38705","MCF7",0.322
"AO-343/41780842","LSM-6674","A549",0.322
"1H-Indole-2-carboxylicacid, 4,6-dichloro-3-[(1e)-3-oxo-3-(phenylamino)-1-propen-1-yl]-","LSM-3097","ASC",0.322
"BRD-K46419847","LSM-11263","VCAP",0.322
"IB-MECA","LSM-45709","HA1E",0.322
"Salmeterol","LSM-1240","ASC",0.322
"MLS002415570","LSM-2955","VCAP",0.322
"AM-580","LSM-2132","MCF7",0.322
"Ruxolitinib","LSM-1139","MDAMB231",0.322
"BRD-K92210276","LSM-14092","VCAP",0.322
"MLS002473429","LSM-3688","VCAP",0.322
"BRD-K88114920","LSM-13841","VCAP",0.322
"ML221","LSM-3228","VCAP",0.322
"SA-1455822","LSM-37629","MCF7",0.322
"Corvasal","LSM-25617","HELA",0.322
"ST50050407","LSM-4859","HT29",0.322
"Budesonide","LSM-1472","VCAP",0.322
"MW-A1-14","LSM-2695","HT29",0.322
"Enrofloxacin","LSM-3709","VCAP",0.322
"CHEMBL399379","LSM-6245","THP1",0.322
"O-Demethylated Adapalene","LSM-6237","SKM1",0.322
"CHEMBL2017783","LSM-6660","VCAP",0.322
"BRD-K37185609","LSM-39312","VCAP",0.322
"AM 251","LSM-4057","VCAP",0.322
"ST001903","LSM-4662","VCAP",0.322
"Famciclovir","LSM-2990","HEPG2",0.322
"Epirubicin HCl","LSM-45684","HELA",0.322
"MLS003126519","LSM-3676","PC3",0.322
"Ganciclovir","LSM-5382","A375",0.321
"SA-1938756","LSM-37442","MCF7",0.321
"SCHEMBL10015911","LSM-43159","VCAP",0.321
"BRD-K25940840","LSM-9999","A549",0.321
"BRD-K65968856","LSM-12452","A375",0.321
"Cyclopamine","LSM-3304","A549",0.321
"BRD-K14475668","LSM-38017","VCAP",0.321
"ASN 05257430","LSM-2975","VCAP",0.321
"CHEMBL2359007","LSM-9126","VCAP",0.321
"KM04501","LSM-4464","MCF7",0.321
"Tigecycline","LSM-36875","HCC515",0.321
"BRD-K77987635","LSM-41524","PC3",0.321
"SA-1922659","LSM-40636","NKDBA",0.321
"C2-Ceramide","LSM-42957","MCF7",0.321
"BRD-K54647996","LSM-7563","VCAP",0.321
"Butein","LSM-42896","NPC",0.321
"MLS002699341","LSM-3152","MCF7",0.321
"Lexibulin","LSM-6232","NCIH1836",0.321
"BRD-K70399291","LSM-12723","VCAP",0.321
"Gibberellin A3","LSM-4083","VCAP",0.321
"AC1Q3NSV","LSM-1694","A375",0.321
"BRD-K44070326","LSM-7405","PC3",0.321
"Gamolenic acid","LSM-42900","A549",0.321
"Tremulacin","LSM-5099","MCF7",0.321
"BRD-K96285502","LSM-42495","VCAP",0.321
"BRD-K68211814","LSM-40983","VCAP",0.321
"NSC23766","LSM-1818","VCAP",0.321
"Colforsin","LSM-2193","MCF7",0.32
"BRD-K66198023-237-01-9","LSM-5743","A549",0.32
"Lofepramine","LSM-5879","A549",0.32
"MLS-0311344.0001","LSM-2815","PC3",0.32
"AZD-8055","LSM-1007","MCF10A",0.32
"MLS003128614","LSM-2014","A375",0.32
"Saracatinib","LSM-1032","ASC",0.32
"Tazac, Axid, Axid Ar, Nizatidine","LSM-42963","PC3",0.32
"BRD-K95985487-001-01-3","LSM-36800","THP1",0.32
"Irsogladine","LSM-3663","MCF7",0.32
"RASAGILINE","LSM-45548","YAPC",0.32
"Tyrphostin 1","LSM-2933","SW480",0.32
"BRD-K64440942","LSM-12362","VCAP",0.32
"Triamcinolone Acetonide","LSM-5641","A375",0.32
"BRD-K18471876","LSM-38260","PC3",0.32
"MLS002264423","LSM-1262","PC3",0.32
"2-(Biphenyl-4-ylsulfonamido)pentanedioic acid","LSM-1757","MCF7",0.32
"Granisetron","LSM-5283","VCAP",0.32
"Endecaphyllin X","LSM-3220","A549",0.32
"CHEMBL1271430","LSM-3824","VCAP",0.32
"BRD-K30633722","LSM-38943","VCAP",0.32
"BRD-K08995965","LSM-6799","VCAP",0.32
"BRD-K70875408","LSM-12758","VCAP",0.32
"MLS003129491","LSM-7378","A375",0.32
"MLS001065910","LSM-3175","VCAP",0.32
"BRD-K80012633","LSM-41636","VCAP",0.32
"BRD-K82727027","LSM-13479","VCAP",0.32
"CHEMBL3184446","LSM-2279","VCAP",0.32
"Rilmenidine","LSM-4253","SNGM",0.32
"BRD-K87339026","LSM-42028","MCF7",0.32
"Vinblastine","LSM-1647","NPC",0.32
"BRD-M94512770","LSM-45086","VCAP",0.32
"BRD-K68657207","LSM-41000","VCAP",0.32
"SDZ WAG 994","LSM-1448","HT29",0.32
"Apitolisib (gdc-0980, rg7422)","LSM-4257","BT20",0.319
"SA-1455938","LSM-37655","MCF7",0.319
"WZ 4002","LSM-1085","ASC",0.319
"Levosulpiride","LSM-5624","A549",0.319
"C21H29NO","LSM-1495","HA1E",0.319
"AZD-1775","LSM-1153","A549",0.319
"PD-173074","LSM-1026","MCF7",0.319
"BRD-K24698610","LSM-38618","A549",0.319
"T5291115","LSM-3638","MCF7",0.319
"Methotrexate","LSM-5690","MCF7",0.319
"BRD-K02515288","LSM-37414","A549",0.319
"MLS000572607","LSM-1576","HEPG2",0.319
"BRD-K29702325","LSM-38889","VCAP",0.319
"Dorsomorphin","LSM-3207","HA1E",0.319
"MLS001060771","LSM-2045","PC3",0.319
"BRD-K03651937","LSM-6073","PC3",0.319
"Amiloride","LSM-4194","VCAP",0.319
"SMR000146610","LSM-3729","HEPG2",0.319
"CHEMBL1242477","LSM-6208","NCIH1836",0.319
"ML213","LSM-1324","PC3",0.319
"FPA1_000311","LSM-36744","A549",0.319
"Hippeastrine","LSM-3588","PC3",0.319
"MLS003153125","LSM-2438","PC3",0.319
"C23H24CLN3O5","LSM-4296","NPC",0.319
"Trichostatin","LSM-43005","MCF7",0.319
"BRD-K92604082","LSM-14105","A549",0.319
"SCHEMBL16980224","LSM-1092","A549",0.319
"MLN-8054","LSM-1066","HUVEC",0.319
"PF-03814735","LSM-45437","YAPC",0.319
"SA-243913","LSM-40780","VCAP",0.319
"Trimebutine","LSM-5182","YAPC",0.319
"BRD-K78800374","LSM-41572","VCAP",0.319
"PI-103","LSM-1126","MCF7",0.319
"CHEMBL2181097","LSM-1712","PC3",0.319
"Aceclidine","LSM-4403","PC3",0.319
"Dapsone","LSM-5714","VCAP",0.319
"Diclofenac","LSM-2160","HT29",0.319
"GR-127935","LSM-2243","NPC",0.319
"Erlotinib","LSM-1097","SKBR3",0.318
"MLS002460410","LSM-4116","PC3",0.318
"BRD-K46532981","LSM-39847","VCAP",0.318
"CHEMBL2359633","LSM-9240","VCAP",0.318
"NSC667463","LSM-4400","PC3",0.318
"AD-193/42475508","LSM-2249","HT29",0.318
"1,3-Dicyclohexylurea","LSM-3829","ASC",0.318
"Auranofin","LSM-43136","PC3",0.318
"Etizolam","LSM-45652","YAPC",0.318
"CHEMBL2381524","LSM-44612","HA1E",0.318
"Ipatasertib","LSM-6341","HA1E",0.318
"BRD-K48036219","LSM-39937","VCAP",0.318
"SPECTRUM1505167","LSM-4498","A375",0.318
"Minoxidil","LSM-2134","MDST8",0.318
"MLS002607669","LSM-3914","HCC515",0.318
"VU0165202-4","LSM-3343","HEPG2",0.318
"BRD-K73146135","LSM-12909","A549",0.318
"BRD-K63733272","LSM-7699","VCAP",0.318
"SCHEMBL10026606","LSM-36695","HCC515",0.318
"ML228","LSM-2978","NPC",0.318
"BRD-K43540029","LSM-39664","A549",0.318
"7,8-Dihydro-l-biopterin","LSM-4949","VCAP",0.318
"CP94253","LSM-2739","PC3",0.318
"BRD-K84976438","LSM-13619","VCAP",0.318
"CHEMBL2360006","LSM-42585","PC3",0.318
"BRD-K11088254","LSM-9105","VCAP",0.318
"BAS 07162071","LSM-2175","HEPG2",0.318
"AZD-6482","LSM-1059","HS578T",0.318
"BRD-K54127914","LSM-46099","PC3",0.318
"BRD-K20037743","LSM-7113","VCAP",0.317
"Clopenthixol","LSM-42927","VCAP",0.317
"(3-Isopropoxyphenyl)(1-((5-methyl-1-propyl-1H-pyrazol-4-yl)methyl)piperidin-3-yl)methanone","LSM-1323","CL34",0.317
"[6-Ethyl-2-methyl-3-(1-methylbenzimidazol-2-yl)-4-oxochromen-7-yl] acetate","LSM-2350","VCAP",0.317
"BRD-K10325955","LSM-9055","VCAP",0.317
"SA-424763","LSM-40551","MCF7",0.317
"ON-01910","LSM-43198","NPC",0.317
"BAY-117821","LSM-42889","A375",0.317
"CHEMBL1270608","LSM-3436","HCC515",0.317
"CAY10578","LSM-5652","VCAP",0.317
"MLS001065877","LSM-3888","PC3",0.317
"Tetraidofluorescein","LSM-2320","HCC515",0.317
"BRD-K36415399","LSM-10625","VCAP",0.317
"Isradipine","LSM-1897","A549",0.317
"CHEMBL2361406","LSM-41857","MCF7",0.317
"BRD-K45785972","LSM-11220","VCAP",0.317
"BRD-K54674054","LSM-40265","A549",0.317
"VX-745","LSM-1169","HEPG2",0.317
"M3M3FBS","LSM-2196","A549",0.317
"CHEMBL299879","LSM-1923","VCAP",0.317
"MLS003221405","LSM-1943","VCAP",0.317
"BAS 09531330","LSM-32192","PC3",0.317
"60559-98-0","LSM-1975","HA1E",0.317
"ST059620","LSM-37140","MCF7",0.317
"SMR001318078","LSM-1737","PC3",0.317
"Mnitmt","LSM-3401","NPC",0.317
"ZINC21054137","LSM-2980","VCAP",0.317
"LY 278584","LSM-1322","VCAP",0.317
"Dimesna","LSM-45769","PC3",0.317
"BRD-K03034193","LSM-6741","VCAP",0.317
"ST50840204","LSM-4690","MCF7",0.317
"LY456236","LSM-3955","NPC",0.316
"BRD-K01575212","LSM-44670","PC3",0.316
"SMR000064811","LSM-22739","PC3",0.316
"201038-74-6","LSM-2529","VCAP",0.316
"BRD-K29286627","LSM-10202","VCAP",0.316
"Lenalidomide","LSM-6187","SW620",0.316
"BRD-K63158888","LSM-44813","A375",0.316
"BRD-K59578981","LSM-7637","VCAP",0.316
"KUC105999N","LSM-2199","A375",0.316
"BRD-K24986598","LSM-9946","VCAP",0.316
"CHEMBL214378","LSM-36991","SKBR3",0.316
"MLS000583957","LSM-1763","A375",0.316
"KUC104129","LSM-3950","VCAP",0.316
"PF431396","LSM-1116","HS578T",0.316
"IN1152","LSM-2575","NPC",0.316
"N-[(1-Ethylpyrrolidin-3-yl)methyl]-2-methoxy-5-sulfamoylbenzamide","LSM-1307","PC3",0.316
"Perphenazine","LSM-2224","NPC",0.316
"376348-65-1, Uk-427857, uk427857","LSM-6182","T3M10",0.316
"Coleoforsin","LSM-1644","HCC515",0.316
"GSK 3BETA Inhibitor VIII","LSM-3514","HCC515",0.316
"MLS002276534","LSM-3931","PC3",0.316
"SPECTRUM2_000920","LSM-1590","A549",0.316
"Carbamazepine","LSM-3610","HCC15",0.316
"2-Chloroadenosine","LSM-37201","PC3",0.316
"Metformin","LSM-4730","HEK293T",0.316
"MLS002702107","LSM-36423","FIBRNPC",0.316
"Ethacrynic acid","LSM-3420","MCF7",0.316
"MLS006011051","LSM-42801","SKBR3",0.315
"MLS002699920","LSM-2252","VCAP",0.315
"BRD-K46255436","LSM-11248","NKDBA",0.315
"Prostoglandin A1","LSM-42846","MCF7",0.315
"Carvedilol","LSM-1310","A549",0.315
"BRD-K67485291","LSM-40948","HT29",0.315
"BRD-K69506839","LSM-12669","VCAP",0.315
"Met-Leu-Phe","LSM-1249","VCAP",0.315
"FR-180204","LSM-42790","VCAP",0.315
"ALD1-H_001117","LSM-45107","NPC",0.315
"SU-4312","LSM-2454","HA1E",0.315
"BRD-K14328427","LSM-6082","SKB",0.315
"AC1M52QF","LSM-43140","VCAP",0.315
"Pentoxifylline","LSM-3285","MCF7",0.315
"NCGC00346967-01","LSM-6297","MCF10A",0.315
"BMS 191011","LSM-4148","RMUGS",0.315
"Thiethylperazine","LSM-3556","HEPG2",0.315
"CHEMBL3185534","LSM-10173","A549",0.315
"MLS002276500","LSM-3964","VCAP",0.315
"Niacin","LSM-4676","PHH",0.315
"SGX-523","LSM-1123","PC3",0.315
"RO 08-2750","LSM-1983","VCAP",0.315
"AK-968/11369213","LSM-6608","A549",0.315
"Clofibrate","LSM-2996","A549",0.315
"YL-59","LSM-44637","VCAP",0.315
"BRD-K56301236","LSM-40363","HT29",0.315
"NCGC00167821-01","LSM-1692","HEPG2",0.314
"MLS-0390923.0001","LSM-2663","PC3",0.314
"Mebendazole","LSM-3749","NKDBA",0.314
"GR-89696","LSM-1919","VCAP",0.314
"BRD-K78014537","LSM-41528","VCAP",0.314
"COT Inhibitor-2","LSM-1154","BT20",0.314
"THZ-2-98-01","LSM-45329","MDAMB231",0.314
"SA-89068","LSM-42386","NKDBA",0.314
"Aliskiren","LSM-2653","A549",0.314
"Triazolothiadiazine, 7","LSM-4205","A375",0.314
"Fast Scarlet","LSM-2299","A549",0.314
"2-(Allylamino)-3-chloronaphthoquinone","LSM-19709","MCF7",0.314
"Radicicol","LSM-43303","MCF7",0.314
"BRD-K12655851","LSM-37921","VCAP",0.314
"Amethopterin","LSM-4285","NKDBA",0.314
"Dantrolene-13C3","LSM-3823","YAPC",0.314
"T5820451","LSM-2682","A549",0.314
"MDL 72832","LSM-1352","A375",0.314
"Tanespimycin","LSM-43238","NPC",0.314
"IN1304","LSM-1338","HCC515",0.314
"SCHEMBL15422156","LSM-43123","NPC",0.314
"Nialamide","LSM-5300","MCF7",0.314
"Sotalol","LSM-1465","VCAP",0.314
"Chlorpheniramine","LSM-1263","MCF7",0.314
"SA-84512","LSM-39138","VCAP",0.314
"CHEMBL3183796","LSM-43414","VCAP",0.314
"Marbofloxacin","LSM-5799","A549",0.314
"Nafronyl","LSM-1730","MCF7",0.314
"BRD-K93240833","LSM-14147","VCAP",0.314
"Fluoxetine","LSM-1449","HEPG2",0.314
"CHEMBL2354536","LSM-6819","MCF7",0.314
"BRD-K98168679","LSM-14463","A375",0.314
"CHEMBL1408258","LSM-4175","PC3",0.314
"BRD-K48619543","LSM-39973","VCAP",0.314
"MLS002474578","LSM-2423","VCAP",0.314
"CHEMBL2360348","LSM-10857","VCAP",0.314
"BRD-K33486590","LSM-39108","MCF7",0.314
"BRD-K90163207","LSM-13991","VCAP",0.314
"BRD-K03302289","LSM-37455","HT29",0.314
"BRD-K85123694","LSM-13629","A375",0.313
"BRD-K37226311","LSM-39314","PC3",0.313
"CHEMBL2354474","LSM-37873","MCF7",0.313
"Gemfibrozil","LSM-2227","HT29",0.313
"Radezolid","LSM-45296","YAPC",0.313
"NSC141540","LSM-36939","FIBRNPC",0.313
"Infigratinib","LSM-1184","CD34",0.313
"BRD-K30126976","LSM-38915","MCF7",0.313
"5-Iodo-6-nitro-2-piperazinylquinoline","LSM-37252","NPC",0.313
"CID-2858522","LSM-3337","HCT116",0.313
"BRD-K34327142","LSM-10496","VCAP",0.313
"CGP55845","LSM-1892","VCAP",0.313
"BRD-K08138210","LSM-37714","HT29",0.313
"DMP-543","LSM-3999","YAPC",0.313
"Valproic acid","LSM-4620","SW948",0.313
"HLI-373","LSM-6225","NOMO1",0.313
"OTSSP167","LSM-6340","A549",0.313
"Ubenimex","LSM-3323","A549",0.313
"BRD-K64099269","LSM-40768","A549",0.313
"BRD-K90734182","LSM-42221","PC3",0.313
"PDK1 Inhibitor","LSM-1081","PC3",0.313
"SCHEMBL6668531","LSM-2236","A549",0.313
"BRD-K89966732","LSM-42176","VCAP",0.313
"Ricinine","LSM-3851","PC3",0.313
"ZINC01050121","LSM-6210","MCF7",0.313
"Belinostat","LSM-43181","A375",0.313
"BRD-K07666543","LSM-37687","VCAP",0.313
"10-DEBC","LSM-4710","CORL23",0.313
"KU-C104137","LSM-2101","MCF7",0.313
"BRD-K78268279","LSM-41543","HT29",0.313
"Torsemide","LSM-2662","HA1E",0.313
"CHEMBL2355034","LSM-37650","HEPG2",0.313
"BRD-K55341496","LSM-40309","VCAP",0.313
"Perhexiline","LSM-4353","MCF7",0.313
"SA-85148","LSM-15086","NKDBA",0.313
"BRD-K31791559","LSM-10356","VCAP",0.313
"MLS003672589","LSM-36804","OV7",0.313
"BRD-K17157581","LSM-7072","VCAP",0.313
"Glutamine","LSM-4741","A549",0.313
"IN1092","LSM-1739","A549",0.312
"NSC95397","LSM-3521","MCF7",0.312
"Estradiol","LSM-2421","VCAP",0.312
"BRD-K43283393","LSM-11061","VCAP",0.312
"Cyclosporin A","LSM-42829","YAPC",0.312
"BRD-K72234025","LSM-41190","VCAP",0.312
